-2.81004	-10.6312
0.791298	-4.09566
-8.45292	-5.33003
-3.23826	1.55795
-4.08311	-10.9033
-12.8379	-9.00382
3.08592	1.39555
-0.494419	4.55755
5.82643	2.30582
12.7674	-1.12127
-2.97112	0.0304468
-1.54153	-4.04139
-6.09651	0.561364
-1.20959	-2.49763
-1.31694	0.245161
1.65899	-2.19213
1.04488	-1.45449
-0.567862	-10.843
-7.93421	-15.8953
-11.0235	-5.35675
3.08663	-10.5491
-8.65926	-4.78107
-7.62468	-6.4438
-12.6427	1.32585
3.7023	0.167826
4.79149	-3.59297
0.28676	-10.6724
-1.61266	-0.659977
-4.52412	-9.1558
-14.5386	-2.95674
0.300073	-1.7539
-3.36737	-2.49942
-3.0865	0.634511
-1.06715	-3.19797
-2.62773	-0.950317
-1.19795	-0.321678
-0.601859	-1.68044
-2.83161	-11.5399
-11.0982	-11.4255
-14.1542	4.6884
3.35981	-24.6009
-26.5196	-16.2265
-10.4771	0.21842
3.83278	-1.44905
-0.799403	-7.91778
-10.063	-9.65419
-12.2748	-5.93441
-10.1206	3.39275
3.45943	-9.32176
-9.91825	4.30117
5.90333	-6.4544
-6.71838	0.999457
1.74711	-0.453306
-0.342835	-2.97855
-4.33304	3.27198
1.71412	-0.97941
-1.13525	0.796062
0.602963	-9.34163
-9.75028	-22.8627
-19.7695	0.0283288
2.1702	-23.7064
-24.3322	-25.617
-22.087	-7.37203
-10.1557	-0.936403
-4.1979	-13.3972
-8.91314	-0.719292
2.0192	-3.39541
-4.66467	-12.6011
-5.35641	0.119624
-6.00543	-4.61632
-3.58385	-2.319
-1.99664	-7.41392
-8.33371	1.60622
2.2798	0.222812
2.67753	0.735569
0.716508	1.33852
1.00295	0.578467
1.00968	-10.3997
-5.70563	-3.49979
-4.06215	6.97815
2.72749	-16.5586
-10.1004	-11.983
-14.0598	-5.65587
-14.5179	-9.35056
-8.17091	-13.4981
-10.8094	3.99211
5.11301	-16.1886
-15.7845	-7.78227
-6.04317	-1.3588
-4.00156	3.75432
2.90388	-8.01626
-7.94982	0.718631
-0.372576	-0.778101
-2.5668	1.99387
2.02995	-1.03945
-0.876898	-0.383599
-0.634164	-1.0594
-0.825724	-14.9652
-12.934	-26.286
-20.0904	2.75197
2.75371	-8.89738
-15.4463	5.05887
-2.18674	-13.1817
